Enter,TTP,instance,file:
RESULTS,FOR,heuristics,:,20
pla33810_n338090_uncorr-similar-weights_01.ttp:,938.0,3.0872803E7,2.6489417E7,66286626,9.938664395153855E7,1.0587553967753831E7,60313
pla33810_n338090_uncorr-similar-weights_01.ttp:,150.0,3.0873591E7,2.6714407E7,66313980,9.399112023294416E7,1.1675827762728933E7,55977
pla33810_n338090_uncorr-similar-weights_01.ttp:,910.0,3.0872831E7,2.6792653E7,66250638,9.4482323470314E7,1.167548124474976E7,56137
pla33810_n338090_uncorr-similar-weights_01.ttp:,420.0,3.0873321E7,2.6567885E7,66321126,9.974656333604407E7,1.0608434866232948E7,56319
pla33810_n338090_uncorr-similar-weights_01.ttp:,838.0,3.0872903E7,2.658075E7,66318641,9.689200091974083E7,1.1078029852841467E7,57424
pla33810_n338090_uncorr-similar-weights_01.ttp:,772.0,3.0872969E7,2.6557099E7,66341602,9.906856420289862E7,1.070612872753622E7,56346
pla33810_n338090_uncorr-similar-weights_01.ttp:,371.0,3.087337E7,2.6661046E7,66320594,9.313445683105992E7,1.1759532907030413E7,55885
pla33810_n338090_uncorr-similar-weights_01.ttp:,755.0,3.0872986E7,2.6663589E7,66363435,9.498783474016048E7,1.1465535441574322E7,57757
pla33810_n338090_uncorr-similar-weights_01.ttp:,248.0,3.0873493E7,2.6561143E7,66266181,9.710852858295864E7,1.1023778426726617E7,55792
pla33810_n338090_uncorr-similar-weights_01.ttp:,811.0,3.087293E7,2.6637659E7,66236299,9.599401455866797E7,1.1278616670613125E7,56538
pla33810_n338090_uncorr-similar-weights_01.ttp:,574.0,3.0873167E7,2.6609984E7,66298896,9.609937446107037E7,1.123408408622874E7,57182
pla33810_n338090_uncorr-similar-weights_01.ttp:,198.0,3.0873543E7,2.6527581E7,66296881,9.682021593076295E7,1.1036346451077929E7,58936
pla33810_n338090_uncorr-similar-weights_01.ttp:,838.0,3.0872903E7,2.6616977E7,66349155,9.885950848301569E7,1.079945564271749E7,56660
pla33810_n338090_uncorr-similar-weights_01.ttp:,160.0,3.0873581E7,2.6542406E7,66281065,9.678108113705364E7,1.1057433018071417E7,54417
pla33810_n338090_uncorr-similar-weights_01.ttp:,139.0,3.0873602E7,2.6770688E7,66226478,9.35579384421199E7,1.1801417849260816E7,55250
pla33810_n338090_uncorr-similar-weights_01.ttp:,775.0,3.0872966E7,2.677883E7,66289652,9.599845162299317E7,1.1419077740321092E7,56164
pla33810_n338090_uncorr-similar-weights_01.ttp:,414.0,3.0873327E7,2.6505134E7,66325537,9.831821103069252E7,1.0774220235089198E7,56048
pla33810_n338090_uncorr-similar-weights_01.ttp:,166.0,3.0873575E7,2.6645935E7,66385613,9.356712430406761E7,1.1675195111349182E7,56105
