Enter,TTP,instance,file:
RESULTS,FOR,heuristics,:,20
pcb3038_n3037_uncorr_01.ttp:,3.0,137830.0,456580.0,140004,205395.69555623533,162864.15535458352,3551
pcb3038_n3037_uncorr_01.ttp:,2.0,137831.0,461347.0,140197,207601.28360097646,164477.16445060365,3354
pcb3038_n3037_uncorr_01.ttp:,7644.0,130189.0,453981.0,140131,204276.22679452758,161865.99568382557,3418
pcb3038_n3037_uncorr_01.ttp:,2.0,137831.0,460900.0,140084,206132.55076086204,166130.45241196727,3257
pcb3038_n3037_uncorr_01.ttp:,2561.0,135272.0,456992.0,140099,201751.70102846564,168487.06752929412,3236
pcb3038_n3037_uncorr_01.ttp:,3.0,137830.0,455469.0,140182,203681.10620800106,164205.01812255848,3406
pcb3038_n3037_uncorr_01.ttp:,2812.0,135021.0,456687.0,140263,200675.22649427952,169721.4261131803,3566
pcb3038_n3037_uncorr_01.ttp:,5833.0,132000.0,454933.0,140168,202280.37191021864,165672.06816838734,3484
pcb3038_n3037_uncorr_01.ttp:,4358.0,133475.0,460483.0,140260,204661.96717391344,167816.3869413038,3511
pcb3038_n3037_uncorr_01.ttp:,6500.0,131333.0,456392.0,140178,205960.22632995463,161868.87634816486,3382
pcb3038_n3037_uncorr_01.ttp:,5304.0,132529.0,453615.0,140167,201644.94413073268,165262.7298930523,3414
pcb3038_n3037_uncorr_01.ttp:,8.0,137825.0,459051.0,140350,204003.71650568926,167325.68539686437,3437
pcb3038_n3037_uncorr_01.ttp:,3259.0,134574.0,459554.0,140221,203754.4666676454,168185.11266526708,3384
pcb3038_n3037_uncorr_01.ttp:,4250.0,133583.0,455329.0,140256,204324.37148669417,163145.14877402736,3427
pcb3038_n3037_uncorr_01.ttp:,5211.0,132622.0,455837.0,140188,204514.04718735348,163381.91252208455,3477
pcb3038_n3037_uncorr_01.ttp:,3875.0,133958.0,454202.0,140080,202535.68573913796,164575.96939303272,3633
pcb3038_n3037_uncorr_01.ttp:,0.0,137833.0,464131.0,140247,209545.78062929076,164480.53370011423,3595
pcb3038_n3037_uncorr_01.ttp:,8.0,137825.0,457196.0,140033,206614.03323249365,161737.9324775341,3559
pcb3038_n3037_uncorr_01.ttp:,6661.0,131172.0,453216.0,140260,204166.10527290404,161258.46945974726,3408
pcb3038_n3037_uncorr_01.ttp:,10.0,137823.0,464626.0,140005,207531.19826556023,167856.38648024888,3581
pcb3038_n3037_uncorr_01.ttp:,5138.0,132695.0,457271.0,140187,204418.0849948584,164953.13845735253,3814
pcb3038_n3037_uncorr_01.ttp:,5642.0,132191.0,459255.0,140288,205797.84226221655,164964.08556503034,3716
pcb3038_n3037_uncorr_01.ttp:,4838.0,132995.0,459316.0,140153,205408.3250245876,165582.09521483973,3628
pcb3038_n3037_uncorr_01.ttp:,3384.0,134449.0,461604.0,140287,208729.4002328389,163120.9576670404,3403
pcb3038_n3037_uncorr_01.ttp:,6.0,137827.0,458313.0,140090,206051.10714940564,163659.91677634994,3443
pcb3038_n3037_uncorr_01.ttp:,7755.0,130078.0,453669.0,140255,203983.1276263975,161973.1274942516,3405
pcb3038_n3037_uncorr_01.ttp:,7.0,137826.0,458828.0,140056,205865.215399689,164440.74197844474,3493
pcb3038_n3037_uncorr_01.ttp:,6910.0,130923.0,455553.0,140167,204477.47655604265,163150.20852485904,3354
